Date,TeamA,TeamB,Score,Set1,Set2,Set3,Set4,Set5
07.10.2023,Viteos NUC,Raiffeisen Volley Toggenburg,3:1,25:22,23:25,25:12,25:18
07.10.2023,VBC Cheseaux,Sm'Aesch Pfeffingen,0:3,22:25,16:25,17:25
07.10.2023,FKB Power Cats Düdingen,Genève Volley,2:3,27:29,28:30,25:23,25:22,13:15
07.10.2023,Volleyball Academy,Raiffeisen Volley Glaronia,1:3,23:25,14:25,25:25,14:25
08.10.2023,Volley Lugano,VC Kanti Schaffhausen,1:3,23:25,25:17,20:25,22:25
15.10.2023,Genève Volley,Volley Lugano,1:3,25:21,18:25,22:25,17:25
15.10.2023,Raiffeisen Volley Toggenburg,Volleyball Academy,3:0,25:19,25:21,25:13
15.10.2023,VC Kanti Schaffhausen,VBC Cheseaux,3:0,25:23, 25:20, 26:24
18.10.2023,Sm'Aesch Pfeffingen,Viteos NUC,0:3,19:25, 19:25, 16:25
21.10.2023,FKB Power Cats Düdingen,Sm'Aesch Pfeffingen,2:3,17:25, 25:14, 25:19, 17:25, 9:15
21.10.2023,VBC Cheseaux,Raiffeisen Volley Glaronia,3:0,25:22, 25:13, 25:18
22.10.2023,Raiffeisen Volley Toggenburg,VC Kanti Schaffhausen,1:3, 25:22, 23:25, 18:25, 22:25
22.10.2023,Viteos NUC,Genève Volley,3:0,25:14, 25:15, 25:15
22.10.2023,Volleyball Academy,Volley Lugano,1:3,16:25, 16:25, 25:15, 18:25
25.10.2023,Raiffeisen Volley Glaronia,FKB Power Cats Düdingen,1:3,20:25, 25:27, 25:22, 15:25
27.10.2023,Volley Lugano,Raiffeisen Volley Toggenburg,3:1,16:25, 25:13, 25:20, 25:11
28.10.2023,Genève Volley,VBC Cheseaux,3:1,25:23, 22:25, 25:19, 25:18
28.10.2023,VC Kanti Schaffhausen,Volleyball Academy,3:2,18:25, 25:18, 18:25, 25:10, 15:12
28.10.2023,FKB Power Cats Düdingen,Viteos NUC,3:2,25:20, 23:25, 23:25, 25:20, 17:15
28.10.2023,Raiffeisen Volley Glaronia,Sm'Aesch Pfeffingen,0:3,20:25, 22:25, 23:25
04.11.2023,Raiffeisen Volley Toggenburg,FKB Power Cats Düdingen,0:3, 11:25, 14:25, 13:25
04.11.2023,Volleyball Academy,Genève Volley,1:3,25:22, 28:30, 18:25, 16:25
05.11.2023,Sm'Aesch Pfeffingen,VC Kanti Schaffhausen,3:0,25:22, 25:22, 25:15
05.11.2023,VBC Cheseaux,Volley Lugano,3:0,25:23, 25:16, 25:21
05.11.2023,Viteos NUC,Raiffeisen Volley Glaronia,3:0,25:16, 25:20, 25:18
11.11.2023,VBC Cheseaux,Volleyball Academy,3:1,25:21, 25:19, 21:25, 25:15
11.11.2023,Genève Volley,Sm'Aesch Pfeffingen,1:3,22:25, 28:26, 23:25, 23:25
12.11.2023,FKB Power Cats Düdingen,VC Kanti Schaffhausen,1:3,21:25, 25:12, 18:25, 21:25
12.11.2023,Raiffeisen Volley Glaronia,Raiffeisen Volley Toggenburg,3:1,28:26, 28:26, 20:25, 25:22
12.11.2023,Volley Lugano,Viteos NUC,0:3,21:25, 22:25, 13:25
18.11.2023,Raiffeisen Volley Toggenburg,Genève Volley,3:0,25:17, 25:22, 25:22
18.11.2023,Volley Lugano,FKB Power Cats Düdingen,3:2,23:25, 25:23, 25:22, 21:25, 15:9
19.11.2023,Sm'Aesch Pfeffingen,Volleyball Academy,3:0,25:17, 25:21, 25:12
19.11.2023,VC Kanti Schaffhausen,Raiffeisen Volley Glaronia,2:3,24:26, 25:19, 16:25, 25:17, 13:15
19.11.2023,Viteos NUC,VBC Cheseaux,3:1,25:21, 30:32, 25:14, 25:17
25.11.2023,VC Kanti Schaffhausen,Viteos NUC,3:0,27:25, 25:12, 25:22
25.11.2023,VBC Cheseaux,Raiffeisen Volley Toggenburg,3:1,25:21, 18:25, 25:20, 25:16
25.11.2023,Raiffeisen Volley Glaronia,Genève Volley,3:2,9:25, 25:22, 21:25, 26:24, 15:13
25.11.2023,Volleyball Academy,FKB Power Cats Düdingen,1:3,23:25, 27:25, 11:25, 20:25
26.11.2023,Sm'Aesch Pfeffingen,Volley Lugano,3:2,18:25, 21:25, 25:20, 25:16, 15:11
02.12.2023,Raiffeisen Volley Toggenburg,Sm'Aesch Pfeffingen,0:3,22:25, 23:25, 23:25
02.12.2023,Genève Volley,VC Kanti Schaffhausen,3:1,25:15, 17:25, 25:20, 25:16
02.12.2023,Volley Lugano,Raiffeisen Volley Glaronia,3:0,25:22, 25:19, 26:24
03.12.2023,FKB Power Cats Düdingen,VBC Cheseaux,1:3,21:25, 25:23, 18:25, 26:28
03.12.2023,Viteos NUC,Volleyball Academy,3:0,25:18, 25:18, 25:18
09.12.2023,Raiffeisen Volley Glaronia,Volleyball Academy,3:0,25:19, 25:14, 25:22
